,gasprice,height,heightl1,difficulty,diffl1,gaslimit,limitl1,gasused,gasusedl1,timestamp,timestampl1,gaspricel1,gaspricel2,avegasprice,maxgasprice,avel1,avel2,timespan1,timespan2,confirmtime
1111,1,4833799,4833798,1.91506E+15,1.91412E+15,8000029,8000029,7986963,7914500,1514751941,1514751937,1,4,19.184091,100,19.17027,25.568795,4,10,57.45919616
1112,3,4833800,4833799,1.91412E+15,1.91506E+15,8000029,8000029,7990105,7986963,1514751960,1514751941,1,1,21.042941,60,19.184091,19.17027,19,23,47.8943042
1113,2.2,4833801,4833800,1.91412E+15,1.91412E+15,8000029,8000029,7996584,7990105,1514751977,1514751960,3,1,25.625767,147,21.042941,19.184091,17,36,43.69252839
1114,1,4833802,4833801,1.91506E+15,1.91412E+15,8000029,8000029,4871745,7996584,1514751982,1514751977,2.2,3,20.21385,100,25.625767,21.042941,5,22,43.95130483
1115,4,4833803,4833802,1.91319E+15,1.91506E+15,8000029,8000029,7928950,4871745,1514752017,1514751982,1,2.2,24.629057,120,20.21385,25.625767,35,40,44.94606577
1116,21,4833804,4833803,1.91038E+15,1.91319E+15,8003832,8000029,7999084,7928950,1514752055,1514752017,4,1,29.035913,135,24.629057,20.21385,38,73,50.24749813
1117,10,4833805,4833804,1.91038E+15,1.91038E+15,7996033,8003832,7982510,7999084,1514752069,1514752055,21,4,21.992107,91,29.035913,24.629057,14,52,58.09848978
1118,3,4833806,4833805,1.91132E+15,1.91038E+15,7988263,7996033,5019044,7982510,1514752074,1514752069,10,21,22.463466,91,21.992107,29.035913,5,19,46.25198517
1119,3,4833807,4833806,1.91318E+15,1.91132E+15,7996033,7988263,7934369,5019044,1514752078,1514752074,3,10,20.083043,105,22.463466,21.992107,4,9,46.13744065
1120,4,4833808,4833807,1.91505E+15,1.91318E+15,7988263,7996033,7912010,7934369,1514752081,1514752078,3,3,21.439878,55,20.083043,22.463466,3,7,55.57430113
1121,8,4833809,4833808,1.91599E+15,1.91505E+15,7996033,7988263,6946712,7912010,1514752085,1514752081,4,3,22.134337,70,21.439878,20.083043,4,7,41.65471687
1122,21,4833810,4833809,1.91318E+15,1.91599E+15,8000000,7996033,7994696,6946712,1514752121,1514752085,8,4,32.746654,135,22.134337,21.439878,36,40,55.87424894
1123,4,4833811,4833810,1.91411E+15,1.91318E+15,8003899,8000000,7987820,7994696,1514752128,1514752121,21,8,25.016804,60,32.746654,22.134337,7,43,55.07579255
1124,21,4833812,4833811,1.91505E+15,1.91411E+15,8007784,8003899,8006030,7987820,1514752141,1514752128,4,21,23.640833,135,25.016804,32.746654,13,20,42.79500615
1125,8,4833813,4833812,1.91224E+15,1.91505E+15,7999992,8007784,5333288,8006030,1514752179,1514752141,21,4,27.928012,100,23.640833,25.016804,38,51,54.82788936
1126,3,4833814,4833813,1.91224E+15,1.91224E+15,8000029,7999992,7995909,5333288,1514752194,1514752179,8,21,21.606037,135,27.928012,23.640833,15,53,43.87141064
1127,4,4833815,4833814,1.91411E+15,1.91224E+15,8000029,8000029,7565011,7995909,1514752200,1514752194,3,8,24.13913,135,21.606037,27.928012,6,21,41.86491813
1128,4,4833816,4833815,1.91505E+15,1.91411E+15,7992222,8000029,7902629,7565011,1514752205,1514752200,4,3,22.25127,70,24.13913,21.606037,5,11,54.91873834
1129,3,4833817,4833816,1.91598E+15,1.91505E+15,7999992,7992222,7929516,7902629,1514752210,1514752205,4,4,21.633622,60,22.25127,24.13913,5,10,42.47676681
1130,4,4833818,4833817,1.91598E+15,1.91598E+15,8000029,7999992,6913659,7929516,1514752226,1514752210,3,4,26.159771,135,21.633622,22.25127,16,21,55.38635213
1131,4,4833819,4833818,1.91505E+15,1.91598E+15,8000029,8000029,7984364,6913659,1514752245,1514752226,4,3,25.51058,100,26.159771,21.633622,19,35,44.0796646
1132,12.69,4833820,4833819,1.91505E+15,1.91505E+15,7992222,8000029,7909095,7984364,1514752268,1514752245,4,4,27.455104,135,25.51058,26.159771,23,42,45.89008107
1133,3,4833821,4833820,1.91505E+15,1.91505E+15,7996004,7992222,7976237,7909095,1514752279,1514752268,12.69,4,20.815931,91,27.455104,25.51058,11,34,45.79984374
1134,4,4833822,4833821,1.91598E+15,1.91505E+15,8000029,7996004,6985631,7976237,1514752294,1514752279,3,12.69,27.775223,135,20.815931,27.455104,15,26,43.57305687
1135,21,4833823,4833822,1.91598E+15,1.91598E+15,8002450,8000029,7985466,6985631,1514752312,1514752294,4,3,25.049844,60,27.775223,20.815931,18,33,45.36856971
1136,3,4833824,4833823,1.91598E+15,1.91598E+15,8000029,8002450,7929274,7985466,1514752324,1514752312,21,4,21.015246,90,25.049844,27.775223,12,30,53.39584576
1137,1,4833825,4833824,1.91692E+15,1.91598E+15,8003833,8000029,8001396,7929274,1514752330,1514752324,3,21,22.12658,68,21.015246,25.049844,6,18,47.1234647
1138,21,4833826,4833825,1.91785E+15,1.91692E+15,8007738,8003833,8005973,8001396,1514752335,1514752330,1,3,21.740416,55,22.12658,21.015246,5,11,54.20770601
1139,1,4833827,4833826,1.91879E+15,1.91785E+15,8000029,8007738,3145821,8005973,1514752340,1514752335,21,1,17.0665,50,21.740416,22.12658,5,10,48.03459905
1140,21,4833828,4833827,1.91973E+15,1.91879E+15,8000000,8000029,7983921,3145821,1514752353,1514752340,1,21,22.692126,60,17.0665,21.740416,13,18,44.33450176
1141,4,4833829,4833828,1.92066E+15,1.91973E+15,8000029,8000000,3508849,7983921,1514752358,1514752353,21,1,21.577379,60,22.692126,17.0665,5,18,49.80572236
1142,2,4833830,4833829,1.9216E+15,1.92066E+15,7992222,8000029,7955605,3508849,1514752366,1514752358,4,21,20.534719,60,21.577379,22.692126,8,13,55.75264964
1143,3.16,4833831,4833830,1.9216E+15,1.9216E+15,7999992,7992222,7927131,7955605,1514752375,1514752366,2,4,23.33304,68,20.534719,21.577379,9,17,59.98834063
1144,21,4833832,4833831,1.9216E+15,1.9216E+15,8003793,7999992,7994865,7927131,1514752398,1514752375,3.16,2,29.787993,91,23.33304,20.534719,23,32,48.92099878
1145,21,4833833,4833832,1.91972E+15,1.9216E+15,8007689,8003793,7989530,7994865,1514752435,1514752398,21,3.16,27.919086,99.41,29.787993,23.33304,37,60,47.36975215
1146,21,4833834,4833833,1.91785E+15,1.91972E+15,8011573,8007689,7997599,7989530,1514752462,1514752435,21,21,27.024912,135,27.919086,29.787993,27,64,53.36391688
1147,21,4833835,4833834,1.91785E+15,1.91785E+15,8003766,8011573,7989934,7997599,1514752479,1514752462,21,21,22.568129,70,27.024912,27.919086,17,44,45.0806057
1148,4,4833836,4833835,1.91879E+15,1.91785E+15,8000029,8003766,7991624,7989934,1514752483,1514752479,21,21,17.95912,55,22.568129,27.024912,4,21,56.29133404
1149,3,4833837,4833836,1.91879E+15,1.91879E+15,8000029,8000029,7926259,7991624,1514752494,1514752483,4,21,20.798228,100,17.95912,22.568129,11,15,48.52906252
1150,1,4833838,4833837,1.91972E+15,1.91879E+15,8003828,8000029,7985821,7926259,1514752499,1514752494,3,4,23.27758,135,20.798228,17.95912,5,16,56.06114376
1151,1,4833839,4833838,1.92066E+15,1.91972E+15,7996033,8003828,7988538,7985821,1514752506,1514752499,1,3,19.054474,91,23.27758,20.798228,7,12,43.77413582
1152,21,4833840,4833839,1.91972E+15,1.92066E+15,8000000,7996033,7988327,7988538,1514752527,1514752506,1,1,24.052102,91,19.054474,23.27758,21,28,55.50526291
1153,4,4833841,4833840,1.91972E+15,1.91972E+15,7992222,8000000,7909336,7988327,1514752536,1514752527,21,1,20.734258,135,24.052102,19.054474,9,30,44.98311501
1154,20,4833842,4833841,1.92066E+15,1.91972E+15,8000000,7992222,7982550,7909336,1514752541,1514752536,4,21,21.868564,91,20.734258,24.052102,5,14,47.9426717
1155,1,4833843,4833842,1.91878E+15,1.92066E+15,8000029,8000000,7975352,7982550,1514752569,1514752541,20,4,16.638118,68,21.868564,20.734258,28,33,54.37380617
1156,4,4833844,4833843,1.91972E+15,1.91878E+15,8000029,8000029,7927276,7975352,1514752577,1514752569,1,20,25.171806,135,16.638118,21.868564,8,36,50.94237972
1157,3.01,4833845,4833844,1.91691E+15,1.91972E+15,8000029,8000029,7971380,7927276,1514752616,1514752577,4,1,28.352569,147,25.171806,16.638118,39,47,48.58109668
1158,4,4833846,4833845,1.91597E+15,1.91691E+15,8000029,8000029,7989702,7971380,1514752637,1514752616,3.01,4,28.428333,91,28.352569,25.171806,21,60,54.50332692
1159,3,4833847,4833846,1.91784E+15,1.91597E+15,8000029,8000029,7961821,7989702,1514752642,1514752637,4,3.01,23.127841,55,28.428333,28.352569,5,26,47.64623243
1160,3,4833848,4833847,1.91691E+15,1.91784E+15,8000029,8000029,7998493,7961821,1514752661,1514752642,3,4,25.502775,135,23.127841,28.428333,19,24,40.68735932
1161,4,4833849,4833848,1.91597E+15,1.91691E+15,7992222,8000029,7977260,7998493,1514752682,1514752661,3,3,63.638488,10000,25.502775,23.127841,21,40,54.28443709
1162,4,4833850,4833849,1.91597E+15,1.91597E+15,7999992,7992222,7905155,7977260,1514752691,1514752682,4,3,23.36417,91,63.638488,25.502775,9,30,47.21240252
1163,4,4833851,4833850,1.91504E+15,1.91597E+15,8000029,7999992,7994346,7905155,1514752717,1514752691,4,4,23.255067,91,23.36417,63.638488,26,35,47.00235629
1164,4,4833852,4833851,1.91504E+15,1.91504E+15,8000029,8000029,6761501,7994346,1514752730,1514752717,4,4,25.677912,100,23.255067,23.36417,13,39,45.36376685
1165,4,4833853,4833852,1.91597E+15,1.91504E+15,7992222,8000029,7992214,6761501,1514752736,1514752730,4,4,30.454059,135,25.677912,23.255067,6,19,45.06480129
1166,5.1,4833854,4833853,1.9141E+15,1.91597E+15,7984452,7992222,7969109,7992214,1514752775,1514752736,4,4,27.010385,147,30.454059,25.677912,39,45,57.54928505
1167,4,4833855,4833854,1.9141E+15,1.9141E+15,7976682,7984452,7965166,7969109,1514752788,1514752775,5.1,4,25.96474,135,27.010385,30.454059,13,52,58.18495263
1168,1,4833856,4833855,1.91223E+15,1.9141E+15,7968912,7976682,7966068,7965166,1514752818,1514752788,4,5.1,25.426816,91,25.96474,27.010385,30,43,57.73938652
1169,1,4833857,4833856,1.91223E+15,1.91223E+15,7976682,7968912,7970923,7966068,1514752835,1514752818,1,4,33.181123,135,25.426816,25.96474,17,47,57.2276738
1170,1,4833858,4833857,1.91316E+15,1.91223E+15,7984452,7976682,7901909,7970923,1514752846,1514752835,1,1,29.553802,63,33.181123,25.426816,11,28,42.49154699
1171,20,4833859,4833858,1.91503E+15,1.91316E+15,7992248,7984452,7983239,7901909,1514752854,1514752846,1,1,22.837838,100,29.553802,33.181123,8,19,45.75124413
1172,1,4833860,4833859,1.91597E+15,1.91503E+15,8000029,7992248,7992894,7983239,1514752862,1514752854,20,1,16.031765,60,22.837838,29.553802,8,16,58.67401029
1173,1,4833861,4833860,1.9169E+15,1.91597E+15,8000029,8000029,7915228,7992894,1514752870,1514752862,1,20,14.798436,60,16.031765,22.837838,8,16,45.5792628
1174,4,4833862,4833861,1.91597E+15,1.9169E+15,7992222,8000029,2014093,7915228,1514752891,1514752870,1,1,23.637759,91,14.798436,16.031765,21,29,52.08996838
1175,21,4833863,4833862,1.9169E+15,1.91597E+15,8000000,7992222,7990678,2014093,1514752897,1514752891,4,1,26.811056,91,23.637759,14.798436,6,27,53.57997466
1176,4,4833864,4833863,1.91877E+15,1.9169E+15,7992222,8000000,7911213,7990678,1514752904,1514752897,21,4,20.996316,100,26.811056,23.637759,7,13,41.84070845
1177,1,4833865,4833864,1.91971E+15,1.91877E+15,7999992,7992222,2213015,7911213,1514752908,1514752904,4,21,20.456522,147,20.996316,26.811056,4,11,54.34695032
1178,0.5,4833866,4833865,1.92065E+15,1.91971E+15,8000029,7999992,7991681,2213015,1514752915,1514752908,1,4,8.814426,50,20.456522,20.996316,7,11,59.55943049
1179,0.5,4833867,4833866,1.92159E+15,1.92065E+15,7992222,8000029,7966098,7991681,1514752919,1514752915,0.5,1,7.922561,60,8.814426,20.456522,4,11,55.04177155
1180,4,4833868,4833867,1.92253E+15,1.92159E+15,7984452,7992222,5703358,7966098,1514752922,1514752919,0.5,0.5,20.628191,70,7.922561,8.814426,3,7,42.0369876
1181,4,4833869,4833868,1.92065E+15,1.92253E+15,7992222,7984452,7926258,5703358,1514752952,1514752922,4,0.5,32.228924,100,20.628191,7.922561,30,33,56.65595983
1182,4,4833870,4833869,1.91971E+15,1.92065E+15,7984452,7992222,7945762,7926258,1514752975,1514752952,4,4,25.548674,147,32.228924,20.628191,23,53,45.91380122
1183,21,4833871,4833870,1.92065E+15,1.91971E+15,7992248,7984452,7988376,7945762,1514752983,1514752975,4,4,23.889231,60,25.548674,32.228924,8,31,50.97232172
1184,4,4833872,4833871,1.92065E+15,1.92065E+15,7984452,7992248,7905421,7988376,1514752998,1514752983,21,4,22.936301,70,23.889231,25.548674,15,23,56.99468197
1185,4,4833873,4833872,1.92159E+15,1.92065E+15,7976682,7984452,7905078,7905421,1514753000,1514752998,4,21,20.642623,55,22.936301,23.889231,2,17,54.3084141
1186,4,4833874,4833873,1.92065E+15,1.92159E+15,7968912,7976682,7952753,7905078,1514753025,1514753000,4,4,23.672846,100,20.642623,22.936301,25,27,57.12344452
1187,4,4833875,4833874,1.92065E+15,1.92065E+15,7976682,7968912,7091703,7952753,1514753038,1514753025,4,4,23.06756,100,23.672846,20.642623,13,38,40.78437988
1188,4,4833876,4833875,1.91877E+15,1.92065E+15,7984452,7976682,7948358,7091703,1514753076,1514753038,4,4,27.901311,120,23.06756,23.672846,38,51,52.45980353
1189,3,4833877,4833876,1.91971E+15,1.91877E+15,7992222,7984452,7979474,7948358,1514753082,1514753076,4,4,30.293654,60,27.901311,23.06756,6,44,56.23867107
1190,4,4833878,4833877,1.91971E+15,1.91971E+15,7999992,7992222,6624166,7979474,1514753092,1514753082,3,4,25.851489,100,30.293654,27.901311,10,16,57.56724782
1191,4,4833879,4833878,1.91971E+15,1.91971E+15,8000029,7999992,5755231,6624166,1514753114,1514753092,4,3,26.818366,100,25.851489,30.293654,22,32,45.8940224
1192,21,4833880,4833879,1.91783E+15,1.91971E+15,8000648,8000029,7982128,5755231,1514753147,1514753114,4,4,29.450037,91,26.818366,25.851489,33,55,55.08443722
1193,4,4833881,4833880,1.91783E+15,1.91783E+15,7992851,8000648,7985232,7982128,1514753158,1514753147,21,4,25.960739,120,29.450037,26.818366,11,44,47.65883907
1194,0.1,4833882,4833881,1.91877E+15,1.91783E+15,7985081,7992851,7962311,7985232,1514753161,1514753158,4,21,5.531522,120,25.960739,29.450037,3,14,58.61018893
1195,4,4833883,4833882,1.92064E+15,1.91877E+15,7992851,7985081,3374576,7962311,1514753167,1514753161,0.1,4,31.386147,120,5.531522,25.960739,6,9,59.22279879
1196,9,4833884,4833883,1.92252E+15,1.92064E+15,8000029,7992851,1150807,3374576,1514753170,1514753167,4,0.1,26.096786,120,31.386147,5.531522,3,9,53.634914
1197,21,4833885,4833884,1.92252E+15,1.92252E+15,8000000,8000029,7992953,1150807,1514753183,1514753170,9,4,24.034156,73.63,26.096786,31.386147,13,16,59.38331598
1198,4,4833886,4833885,1.92252E+15,1.92252E+15,7992222,8000000,7924976,7992953,1514753204,1514753183,21,9,23.632446,120,24.034156,26.096786,21,34,45.35322488
1199,0.11,4833887,4833886,1.92346E+15,1.92252E+15,7984452,7992222,7978720,7924976,1514753207,1514753204,4,21,5.822203,60,23.632446,24.034156,3,24,55.84086387
1200,0.4,4833888,4833887,1.92346E+15,1.92346E+15,7976682,7984452,7963769,7978720,1514753219,1514753207,0.11,4,13.902099,60,5.822203,23.632446,12,15,46.59167646
1201,21,4833889,4833888,1.92346E+15,1.92346E+15,7984470,7976682,7973790,7963769,1514753230,1514753219,0.4,0.11,24.050296,147,13.902099,5.822203,11,23,51.6865242
1202,21,4833890,4833889,1.9244E+15,1.92346E+15,7988354,7984470,7985367,7973790,1514753236,1514753230,21,0.4,21.858028,91,24.050296,13.902099,6,17,50.82988517
1203,4,4833891,4833890,1.92534E+15,1.9244E+15,7980567,7988354,7904357,7985367,1514753244,1514753236,21,21,21.185882,91,21.858028,24.050296,8,14,46.61972843
1204,3,4833892,4833891,1.92346E+15,1.92534E+15,7988337,7980567,7970899,7904357,1514753273,1514753244,4,21,28.224539,120,21.185882,21.858028,29,37,59.70392103
1205,0.5,4833893,4833892,1.9244E+15,1.92346E+15,7980567,7988337,7963848,7970899,1514753287,1514753273,3,4,22.434444,100,28.224539,21.185882,14,43,56.23124374
1206,21,4833894,4833893,1.9244E+15,1.9244E+15,7988359,7980567,7976911,7963848,1514753302,1514753287,0.5,3,25.088173,90,22.434444,28.224539,15,29,59.99000926
1207,21,4833895,4833894,1.92346E+15,1.9244E+15,7996159,7988359,7993698,7976911,1514753327,1514753302,21,0.5,27.974352,147,25.088173,22.434444,25,40,55.63634384
1208,21,4833896,4833895,1.92346E+15,1.92346E+15,8000061,7996159,7992003,7993698,1514753342,1514753327,21,21,27.012395,91,27.974352,25.088173,15,40,45.7515812
1209,4,4833897,4833896,1.92252E+15,1.92346E+15,8000029,8000061,7993721,7992003,1514753366,1514753342,21,21,21.405888,60,27.012395,27.974352,24,39,51.65505363
1210,4,4833898,4833897,1.92346E+15,1.92252E+15,7992222,8000029,7986929,7993721,1514753383,1514753366,4,21,23.292898,80,21.405888,27.012395,17,41,57.77460765
1211,21,4833899,4833898,1.92252E+15,1.92346E+15,8000000,7992222,7994200,7986929,1514753409,1514753383,4,4,29.733344,100,23.292898,21.405888,26,43,59.95309648
1212,1,4833900,4833899,1.92346E+15,1.92252E+15,8003899,8000000,7983721,7994200,1514753416,1514753409,21,4,19.118373,147,29.733344,23.292898,7,33,47.54034928
1213,1,4833901,4833900,1.92439E+15,1.92346E+15,8007778,8003899,8001394,7983721,1514753419,1514753416,1,21,47619062.39,2000000000,19.118373,29.733344,3,10,56.41217381
1214,1,4833902,4833901,1.92533E+15,1.92439E+15,8000029,8007778,7925169,8001394,1514753421,1514753419,1,1,9.203667,100,47619062.39,19.118373,2,5,59.97454084
1215,4,4833903,4833902,1.92533E+15,1.92533E+15,8000029,8000029,7911962,7925169,1514753432,1514753421,1,1,23.16109,90,9.203667,47619062.39,11,13,57.30365556
1216,20,4833904,4833903,1.92533E+15,1.92533E+15,8003807,8000029,8003791,7911962,1514753448,1514753432,4,1,25.20574,60,23.16109,9.203667,16,27,59.66928065
1217,21,4833905,4833904,1.92533E+15,1.92533E+15,8007716,8003807,8007115,8003791,1514753462,1514753448,20,4,23.860294,55,25.20574,23.16109,14,30,50.08735188
1218,4,4833906,4833905,1.92627E+15,1.92533E+15,8000029,8007716,6741830,8007115,1514753470,1514753462,21,20,20.420567,70,23.860294,25.20574,8,22,54.52950367
1219,10,4833907,4833906,1.92627E+15,1.92627E+15,7992222,8000029,209493,6741830,1514753481,1514753470,4,21,18.8,21,20.420567,23.860294,11,19,55.17843159
1220,4,4833908,4833907,1.92627E+15,1.92627E+15,7999992,7992222,7981199,209493,1514753494,1514753481,10,4,26.046823,100,18.8,20.420567,13,24,56.13227929
1221,21,4833909,4833908,1.92627E+15,1.92627E+15,8003872,7999992,8003326,7981199,1514753509,1514753494,4,10,25.83682,60,26.046823,18.8,15,28,57.55452181
1222,21,4833910,4833909,1.92721E+15,1.92627E+15,8007780,8003872,8004624,8003326,1514753520,1514753509,21,4,22.702797,100,25.83682,26.046823,11,26,53.20569058
1223,0.5,4833911,4833910,1.92816E+15,1.92721E+15,7999992,8007780,7973970,8004624,1514753530,1514753520,21,21,18.161429,60,22.702797,25.83682,10,21,50.15810572
1224,4,4833912,4833911,1.92816E+15,1.92816E+15,8000029,7999992,7997731,7973970,1514753546,1514753530,0.5,21,29.172807,91,18.161429,22.702797,16,26,55.98329783
1225,3,4833913,4833912,1.92816E+15,1.92816E+15,8000029,8000029,7930814,7997731,1514753572,1514753546,4,0.5,25.678714,100,29.172807,18.161429,26,42,46.19296786
1226,40,4833914,4833913,1.92721E+15,1.92816E+15,8000029,8000029,3640024,7930814,1514753592,1514753572,3,4,52.719292,100,25.678714,29.172807,20,46,44.11490974
1227,21,4833915,4833914,1.92721E+15,1.92721E+15,7997550,8000029,7980778,3640024,1514753614,1514753592,40,3,23.285789,55,52.719292,25.678714,22,42,56.2056757
1228,4,4833916,4833915,1.92816E+15,1.92721E+15,8000029,7997550,7979386,7980778,1514753620,1514753614,21,40,20.864023,100,23.285789,52.719292,6,28,56.6376748
1229,4,4833917,4833916,1.92816E+15,1.92816E+15,7992222,8000029,7949784,7979386,1514753631,1514753620,4,21,23.293878,91,20.864023,23.285789,11,17,47.39829928
1230,4,4833918,4833917,1.92721E+15,1.92816E+15,7999992,7992222,7323324,7949784,1514753650,1514753631,4,4,26.335068,100,23.293878,20.864023,19,30,53.14100782
1231,20,4833919,4833918,1.92815E+15,1.92721E+15,8002908,7999992,7997725,7323324,1514753654,1514753650,4,4,21.918699,91,26.335068,23.293878,4,23,56.33961443
1232,1,4833920,4833919,1.92533E+15,1.92815E+15,7995108,8002908,7980343,7997725,1514753696,1514753654,20,4,24.879951,120,21.918699,26.335068,42,46,58.80680181
1233,0.5,4833921,4833920,1.92439E+15,1.92533E+15,7987338,7995108,7963953,7980343,1514753716,1514753696,1,20,21.323262,120,24.879951,21.918699,20,62,50.18367686
1234,20,4833922,4833921,1.92533E+15,1.92439E+15,7979568,7987338,7900677,7963953,1514753721,1514753716,0.5,1,27.484277,120,21.323262,24.879951,5,25,58.32770618
1235,1,4833923,4833922,1.92627E+15,1.92533E+15,7987338,7979568,7917403,7900677,1514753731,1514753721,20,0.5,21.44241,91,27.484277,21.323262,10,15,56.65333257
1236,1,4833924,4833923,1.92533E+15,1.92627E+15,7979568,7987338,7948435,7917403,1514753754,1514753731,1,20,25.892353,147,21.44241,27.484277,23,33,54.70974873
1237,14.25,4833925,4833924,1.92533E+15,1.92533E+15,7987359,7979568,7957454,7948435,1514753768,1514753754,1,1,25.511846,80,25.892353,21.44241,14,37,43.79314855
1238,4,4833926,4833925,1.92533E+15,1.92533E+15,7995145,7987359,6259048,7957454,1514753781,1514753768,14.25,1,21.434831,60,25.511846,25.892353,13,27,51.04201214
1239,4,4833927,4833926,1.92627E+15,1.92533E+15,7996507,7995145,7979515,6259048,1514753788,1514753781,4,14.25,21.759945,60,21.434831,25.511846,7,20,49.74639957
1240,4,4833928,4833927,1.92533E+15,1.92627E+15,8000029,7996507,7973303,7979515,1514753811,1514753788,4,4,29.977784,120,21.759945,21.434831,23,30,49.37246947
1241,1,4833929,4833928,1.92721E+15,1.92533E+15,8000029,8000029,7916359,7973303,1514753818,1514753811,4,4,19.105691,60,29.977784,21.759945,7,30,42.66740407
1242,4,4833930,4833929,1.92815E+15,1.92721E+15,8000029,8000029,4163707,7916359,1514753830,1514753818,1,4,29.856392,91,19.105691,29.977784,12,19,42.61459557
1243,4,4833931,4833930,1.92909E+15,1.92815E+15,8000029,8000029,2378867,4163707,1514753835,1514753830,4,1,26.553571,70,29.856392,19.105691,5,17,58.90309821
1244,4,4833932,4833931,1.92815E+15,1.92909E+15,7992222,8000029,7905006,2378867,1514753854,1514753835,4,4,26.479481,91,26.553571,29.856392,19,24,49.81435815
1245,4,4833933,4833932,1.92909E+15,1.92815E+15,7984452,7992222,7897287,7905006,1514753858,1514753854,4,4,21.677333,147,26.479481,26.553571,4,23,42.55855551
1246,0.1,4833934,4833933,1.93003E+15,1.92909E+15,7976682,7984452,7971300,7897287,1514753862,1514753858,4,4,8.582407,63,21.677333,26.479481,4,8,54.65638865
1247,1,4833935,4833934,1.93098E+15,1.93003E+15,7984452,7976682,7894680,7971300,1514753868,1514753862,0.1,4,20.075756,100,8.582407,21.677333,6,10,51.2536535
1248,1,4833936,4833935,1.93098E+15,1.93098E+15,7992222,7984452,7911810,7894680,1514753883,1514753868,1,0.1,22.054455,100,20.075756,8.582407,15,21,59.47492686
1249,1,4833937,4833936,1.93098E+15,1.93098E+15,7999992,7992222,7915257,7911810,1514753893,1514753883,1,1,25.067173,91,22.054455,20.075756,10,25,54.6479437
1250,21,4833938,4833937,1.93098E+15,1.93098E+15,8003775,7999992,8001797,7915257,1514753904,1514753893,1,1,23.835141,93.16,25.067173,22.054455,11,21,59.78016007
1251,21,4833939,4833938,1.93098E+15,1.93098E+15,8007681,8003775,7994603,8001797,1514753914,1514753904,21,1,23.667532,91,23.835141,25.067173,10,21,43.67801749
1252,21,4833940,4833939,1.92909E+15,1.93098E+15,8011572,8007681,7992366,7994603,1514753942,1514753914,21,21,33.634866,100,23.667532,23.835141,28,38,45.76805217
1253,4,4833941,4833940,1.92909E+15,1.92909E+15,8003766,8011572,7956521,7992366,1514753951,1514753942,21,21,19.451173,60,33.634866,23.667532,9,37,56.72137769
1254,4,4833942,4833941,1.93003E+15,1.92909E+15,7995959,8003766,7920811,7956521,1514753962,1514753951,4,21,23.798897,120,19.451173,33.634866,11,20,53.66517259
1255,1,4833943,4833942,1.93003E+15,1.93003E+15,8000000,7995959,7965247,7920811,1514753971,1514753962,4,4,22.272561,120,23.798897,19.451173,9,20,50.32562563
1256,0.5,4833944,4833943,1.93097E+15,1.93003E+15,8003856,8000000,7982597,7965247,1514753974,1514753971,1,4,10.112281,60,22.272561,23.798897,3,12,53.31766934
1257,21,4833945,4833944,1.93097E+15,1.93097E+15,8007734,8003856,7998154,7982597,1514753995,1514753974,0.5,1,28.673186,120,10.112281,22.272561,21,24,49.15261324
1258,4,4833946,4833945,1.93097E+15,1.93097E+15,8000029,8007734,7987745,7998154,1514754006,1514753995,21,0.5,23.032361,120,28.673186,10.112281,11,32,56.00592114
1259,21,4833947,4833946,1.93192E+15,1.93097E+15,8003918,8000029,7993418,7987745,1514754015,1514754006,4,21,23.127896,91,23.032361,28.673186,9,20,47.11801772
1260,4,4833948,4833947,1.93286E+15,1.93192E+15,7996107,8003918,7922750,7993418,1514754022,1514754015,21,4,22.657934,100,23.127896,23.032361,7,16,47.40457429
1261,21,4833949,4833948,1.9338E+15,1.93286E+15,8000000,7996107,7988917,7922750,1514754029,1514754022,4,21,23.322129,135,22.657934,23.127896,7,14,49.76465121
1262,21,4833950,4833949,1.93097E+15,1.9338E+15,7992222,8000000,7978759,7988917,1514754070,1514754029,21,4,31.348889,147,23.322129,22.657934,41,48,51.41850841
1263,1,4833951,4833950,1.92814E+15,1.93097E+15,7999992,7992222,7986333,7978759,1514754107,1514754070,21,21,24.08988,135,31.348889,23.322129,37,78,44.91582627
1264,1,4833952,4833951,1.92908E+15,1.92814E+15,8000029,7999992,7996071,7986333,1514754112,1514754107,1,21,21.712844,135,24.08988,31.348889,5,42,54.32712223
1265,21,4833953,4833952,1.92908E+15,1.92908E+15,8003930,8000029,7987440,7996071,1514754138,1514754112,1,1,47.499959,135,21.712844,24.08988,26,31,46.00359276
1266,1,4833954,4833953,1.92908E+15,1.92908E+15,8000029,8003930,7926615,7987440,1514754149,1514754138,21,1,20.976756,147,47.499959,21.712844,11,37,45.4759768
1267,0.1,4833955,4833954,1.93003E+15,1.92908E+15,8000029,8000029,1648440,7926615,1514754154,1514754149,1,21,21.374603,51,20.976756,47.499959,5,16,54.98800142
1268,1,4833956,4833955,1.92908E+15,1.93003E+15,8000029,8000029,7991218,1648440,1514754176,1514754154,0.1,1,17.780814,147,21.374603,20.976756,22,27,57.14199525
1269,21,4833957,4833956,1.93097E+15,1.92908E+15,8003923,8000029,7988514,7991218,1514754181,1514754176,1,0.1,23.752101,60,17.780814,21.374603,5,27,51.19997243
1270,40,4833958,4833957,1.93002E+15,1.93097E+15,8000029,8003923,1028535,7988514,1514754199,1514754181,21,1,53.677742,100,23.752101,17.780814,18,23,58.95415464
