,gasprice,height,difficulty,gaslimit,gasused,timestamp,gaspricel1,gaspricel2,avegasprice,avel1,avel2,timespan1,timespan2
1240,10,4833928,1.92533E+15,8000029,7973303,1514753811,21,10,29.97775479,21.75994475,21.43487895,23,30
1241,1,4833929,1.92721E+15,8000029,7916359,1514753818,10,21,19.10568374,29.97775479,21.75994475,7,30
1242,10,4833930,1.92815E+15,8000029,4163707,1514753830,1,10,29.85643626,19.10568374,29.97775479,12,19
1243,20,4833931,1.92909E+15,8000029,2378867,1514753835,10,1,26.55357143,29.85643626,19.10568374,5,17
1244,11,4833932,1.92815E+15,7992222,7905006,1514753854,20,10,26.47945896,26.55357143,29.85643626,19,24
1245,10,4833933,1.92909E+15,7984452,7897287,1514753858,11,20,21.67734637,26.47945896,26.55357143,4,23
1246,0.1,4833934,1.93003E+15,7976682,7971300,1514753862,10,11,8.582407469,21.67734637,26.47945896,4,8
1247,1,4833935,1.93098E+15,7984452,7894680,1514753868,0.1,10,20.07575646,8.582407469,21.67734637,6,10
1248,1,4833936,1.93098E+15,7992222,7911810,1514753883,1,0.1,22.05445872,20.07575646,8.582407469,15,21
1249,1,4833937,1.93098E+15,7999992,7915257,1514753893,1,1,25.06716167,22.05445872,20.07575646,10,25
1250,21,4833938,1.93098E+15,8003775,8001797,1514753904,1,1,23.83514156,25.06716167,22.05445872,11,21
1251,21,4833939,1.93098E+15,8007681,7994603,1514753914,21,1,23.66753247,23.83514156,25.06716167,10,21
1252,21,4833940,1.92909E+15,8011572,7992366,1514753942,21,21,33.63485064,23.66753247,23.83514156,28,38
1253,10,4833941,1.92909E+15,8003766,7956521,1514753951,21,21,19.45118851,33.63485064,23.66753247,9,37
1254,10.34375,4833942,1.93003E+15,7995959,7920811,1514753962,10,21,23.79889624,19.45118851,33.63485064,11,20
1255,1,4833943,1.93003E+15,8000000,7965247,1514753971,10.34375,10,22.2725861,23.79889624,19.45118851,9,20
1256,1,4833944,1.93097E+15,8003856,7982597,1514753974,1,10.34375,10.1122807,22.2725861,23.79889624,3,12
1257,120,4833945,1.93097E+15,8007734,7998154,1514753995,1,1,28.67315466,10.1122807,22.2725861,21,24
1258,120,4833946,1.93097E+15,8000029,7987745,1514754006,120,1,23.03235532,28.67315466,10.1122807,11,32
1259,21,4833947,1.93192E+15,8003918,7993418,1514754015,120,120,23.12790718,23.03235532,28.67315466,9,20
1260,100,4833948,1.93286E+15,7996107,7922750,1514754022,21,120,22.65794199,23.12790718,23.03235532,7,16
1261,135,4833949,1.9338E+15,8000000,7988917,1514754029,100,21,23.32212885,22.65794199,23.12790718,7,14
1262,147,4833950,1.93097E+15,7992222,7978759,1514754070,135,100,31.34889286,23.32212885,22.65794199,41,48
1263,1,4833951,1.92814E+15,7999992,7986333,1514754107,147,135,24.08988543,31.34889286,23.32212885,37,78
1264,1,4833952,1.92908E+15,8000029,7996071,1514754112,1,147,21.71283169,24.08988543,31.34889286,5,42
1265,135,4833953,1.92908E+15,8003930,7987440,1514754138,1,1,47.49996759,21.71283169,24.08988543,26,31
1266,1,4833954,1.92908E+15,8000029,7926615,1514754149,135,1,20.97675387,47.49996759,21.71283169,11,37
1267,0.1,4833955,1.93003E+15,8000029,1648440,1514754154,1,135,21.37460317,20.97675387,47.49996759,5,16
1268,1,4833956,1.92908E+15,8000029,7991218,1514754176,0.1,1,17.78079121,21.37460317,20.97675387,22,27
1269,21,4833957,1.93097E+15,8003923,7988514,1514754181,1,0.1,23.75210084,17.78079121,21.37460317,5,27
1270,40,4833958,1.93002E+15,8000029,1028535,1514754199,21,1,53.67774187,23.75210084,17.78079121,18,23
1271,10,4833959,1.93191E+15,8000029,7998539,1514754201,40,21,19.80661198,53.67774187,23.75210084,2,20
1272,20,4833960,1.93285E+15,8003934,7995483,1514754204,10,40,21.24410188,19.80661198,53.67774187,3,5
1273,1,4833961,1.9338E+15,8000029,7914248,1514754212,20,10,18.59132454,21.24410188,19.80661198,8,11
1274,0.1,4833962,1.93569E+15,8000029,4982401,1514754216,1,20,12.07352941,18.59132454,21.24410188,4,12
1275,21,4833963,1.93663E+15,8000000,7999528,1514754224,0.1,1,22.12365323,12.07352941,18.59132454,8,12
1276,1,4833964,1.93758E+15,8003907,8003423,1514754227,21,0.1,19.17738265,22.12365323,12.07352941,3,11
1277,11.90625,4833965,1.93852E+15,8000029,4613844,1514754231,1,21,42.67314189,19.17738265,22.12365323,4,7
1278,10,4833966,1.93379E+15,8000029,7988181,1514754289,11.90625,1,28.65145398,42.67314189,19.17738265,58,62
1279,100,4833967,1.93379E+15,7992222,7981535,1514754315,10,11.90625,37.4693774,28.65145398,42.67314189,26,84
1280,1,4833968,1.93379E+15,8000000,7989670,1514754328,100,10,28.22750493,37.4693774,28.65145398,13,39
1281,1,4833969,1.93473E+15,8003892,7985268,1514754337,1,100,22.64113843,28.22750493,37.4693774,9,22
1282,1,4833970,1.93568E+15,8000029,7725672,1514754347,1,1,14.03329244,22.64113843,28.22750493,10,19
1283,10,4833971,1.93662E+15,8000029,769859,1514754350,1,1,22.85192187,14.03329244,22.64113843,3,13
1284,20,4833972,1.93851E+15,8000029,665334,1514754355,10,1,31.05833415,22.85192187,14.03329244,5,8
1285,1,4833973,1.93946E+15,8000000,7968130,1514754360,20,10,25.99354715,31.05833415,22.85192187,5,10
1286,1,4833974,1.93851E+15,8000029,7884465,1514754382,1,20,15.31793322,25.99354715,31.05833415,22,27
1287,20,4833975,1.93946E+15,7992222,2357315,1514754386,1,1,19.13783784,15.31793322,25.99354715,4,26
1288,10.34375,4833976,1.93946E+15,7999992,3275671,1514754396,20,1,29.97706418,19.13783784,15.31793322,10,14
1289,17.5,4833977,1.93946E+15,8000029,3472663,1514754409,10.34375,20,29.50729167,29.97706418,19.13783784,13,23
1290,10,4833978,1.94041E+15,8000029,3971189,1514754411,17.5,10.34375,32.24486442,29.50729167,29.97706418,2,15
1291,20,4833979,1.94136E+15,7992222,757027,1514754413,10,17.5,24.81781174,32.24486442,29.50729167,2,4
1292,10,4833980,1.94041E+15,7999992,6138704,1514754431,20,10,27.88741246,24.81781174,32.24486442,18,20
1293,1,4833981,1.94041E+15,8000029,7766076,1514754448,10,20,22.5546972,27.88741246,24.81781174,17,35
1294,10,4833982,1.94041E+15,8000029,7920511,1514754465,1,10,24.26418889,22.5546972,27.88741246,17,34
1295,1,4833983,1.9423E+15,8000029,7857210,1514754472,10,1,25.52972826,24.26418889,22.5546972,7,24
1296,1,4833984,1.94325E+15,7992222,7967805,1514754476,1,10,16.4884862,25.52972826,24.26418889,4,11
1297,100,4833985,1.94325E+15,7984452,5785308,1514754485,1,1,31.408938,16.4884862,25.52972826,9,13
1298,1,4833986,1.93946E+15,7992222,7982279,1514754531,100,1,25.71826992,31.408938,16.4884862,46,55
1299,100,4833987,1.93851E+15,7996111,7993273,1514754552,1,100,32.90312047,25.71826992,31.408938,21,67
1300,10,4833988,1.93851E+15,7988337,7925066,1514754562,100,1,18.22921154,32.90312047,25.71826992,10,31
1301,10,4833989,1.93945E+15,7980567,3707683,1514754566,10,100,18.29507212,18.22921154,32.90312047,4,14
1302,10,4833990,1.93945E+15,7988337,4209553,1514754583,10,10,30.28080639,18.29507212,18.22921154,17,21
1303,21,4833991,1.94135E+15,7996107,241375,1514754584,10,10,27.33333333,30.28080639,18.29507212,1,18
1304,10,4833992,1.9423E+15,8000029,1872919,1514754588,21,10,26.38799044,27.33333333,30.28080639,4,5
1305,1,4833993,1.94325E+15,8000029,1592386,1514754592,10,21,15.03740926,26.38799044,27.33333333,4,8
1306,1,4833994,1.94325E+15,7992222,7986742,1514754608,1,10,22.2249074,15.03740926,26.38799044,16,20
1307,1,4833995,1.94325E+15,8000000,7961746,1514754620,1,1,28.03578755,22.2249074,15.03740926,12,28
1308,10,4833996,1.94419E+15,8000029,841900,1514754623,1,1,22.4378125,28.03578755,22.2249074,3,15
1309,20,4833997,1.94514E+15,8000029,394826,1514754624,10,1,27.66666667,22.4378125,28.03578755,1,4
1310,1,4833998,1.94704E+15,8000000,7962585,1514754631,20,10,16.62648146,27.66666667,22.4378125,7,8
1311,10,4833999,1.94704E+15,7992222,3041447,1514754641,1,20,28.4215603,16.62648146,27.66666667,10,17
1312,1,4834000,1.94609E+15,8000000,7962135,1514754665,10,1,29.28481736,28.4215603,16.62648146,24,34
1313,10,4834001,1.94609E+15,8000029,5743761,1514754676,1,10,30.03463244,29.28481736,28.4215603,11,35
1314,10,4834002,1.94704E+15,8000029,927340,1514754679,10,1,20.358,30.03463244,29.28481736,3,14
1315,10,4834003,1.94704E+15,8000029,6366313,1514754696,10,10,21.51057028,20.358,30.03463244,17,20
1316,1,4834004,1.94799E+15,8001543,7969578,1514754702,10,10,19.73472616,21.51057028,20.358,6,23
1317,1,4834005,1.94799E+15,8005404,7969607,1514754711,1,10,16.51921066,19.73472616,21.51057028,9,15
1318,1,4834006,1.94894E+15,8009262,7979218,1514754722,1,1,16.17120166,16.51921066,19.73472616,11,20
1319,0.1,4834007,1.94799E+15,8001472,7987775,1514754740,1,1,21.34200431,16.17120166,16.51921066,18,29
1320,1,4834008,1.94894E+15,8005360,7957779,1514754745,0.1,1,23.22966903,21.34200431,16.17120166,5,23
1321,10,4834009,1.94799E+15,7997550,7992628,1514754768,1,0.1,23.03748418,23.22966903,21.34200431,23,28
1322,147,4834010,1.94704E+15,8001448,7998462,1514754787,10,1,27.1540551,23.03748418,23.22966903,19,42
1323,1,4834011,1.94514E+15,7993665,7983711,1514754814,147,10,23.63161146,27.1540551,23.03748418,27,46
1324,10,4834012,1.94609E+15,8000029,7952942,1514754819,1,147,19.88,23.63161146,27.1540551,5,32
1325,10,4834013,1.94324E+15,8003867,7994493,1514754856,10,1,34.23101949,19.88,23.63161146,37,42
1326,1,4834014,1.94514E+15,8007762,7026791,1514754864,10,10,19.36056075,34.23101949,19.88,8,45
1327,1,4834015,1.94704E+15,8010236,7974295,1514754869,1,10,14.05,19.36056075,34.23101949,5,13
1328,1,4834016,1.94704E+15,8002434,2234207,1514754878,1,1,26.95528613,14.05,19.36056075,9,14
1329,10,4834017,1.94609E+15,7994627,7830516,1514754900,1,1,23.78629123,26.95528613,14.05,22,31
1330,1,4834018,1.94418E+15,8000000,7963113,1514754932,10,1,26.74132041,23.78629123,26.95528613,32,54
1331,1,4834019,1.94324E+15,8000029,7946393,1514754954,1,10,11.87157783,26.74132041,23.78629123,22,54
1332,13.0001,4834020,1.94418E+15,7992222,862546,1514754957,1,1,32.06428929,11.87157783,26.74132041,3,25
1333,1,4834021,1.94513E+15,7999992,4653444,1514754963,13.0001,1,10.04745594,32.06428929,11.87157783,6,9
1334,100,4834022,1.94513E+15,7998997,146472,1514754974,1,13.0001,77.5,10.04745594,32.06428929,11,17
1335,1,4834023,1.94323E+15,8000029,7983308,1514755009,100,1,24.84556566,77.5,10.04745594,35,46
1336,10,4834024,1.94323E+15,8000029,7992508,1514755019,1,100,29.25889627,24.84556566,77.5,10,45
1337,1,4834025,1.94418E+15,8003925,7983539,1514755026,10,1,28.16206694,29.25889627,24.84556566,7,17
1338,1,4834026,1.94418E+15,8007804,7973868,1514755036,1,10,20.06411796,28.16206694,29.25889627,10,17
1339,1,4834027,1.94418E+15,8000029,3960084,1514755051,1,1,24.62176334,20.06411796,28.16206694,15,25
1340,0.1,4834028,1.94513E+15,7992222,7969448,1514755055,1,1,15.88387579,24.62176334,20.06411796,4,19
1341,1,4834029,1.94513E+15,7996092,7952585,1514755066,0.1,1,20.33840161,15.88387579,24.62176334,11,15
1342,10,4834030,1.94513E+15,7988300,6686212,1514755075,1,0.1,23.17938,20.33840161,15.88387579,9,20
1343,1,4834031,1.94608E+15,7996070,6521101,1514755090,10,1,21.95462632,23.17938,20.33840161,15,24
1344,100,4834032,1.94323E+15,8000000,7996751,1514755128,1,10,28.85731624,21.95462632,23.17938,38,53
1345,1,4834033,1.94418E+15,8003902,7986420,1514755134,100,1,17.76855117,28.85731624,21.95462632,6,44
1346,17.375,4834034,1.94513E+15,7996107,3448587,1514755140,1,100,23.91775722,17.76855117,28.85731624,6,12
1347,10,4834035,1.94703E+15,8000029,2793998,1514755148,17.375,1,27.50833333,23.91775722,17.76855117,8,14
1348,1,4834036,1.94608E+15,8000000,7993745,1514755169,10,17.375,25.64286696,27.50833333,23.91775722,21,29
1349,1,4834037,1.94703E+15,8000029,1414547,1514755172,1,10,16.87022517,25.64286696,27.50833333,3,24
1350,10,4834038,1.94608E+15,8000029,7990046,1514755192,1,1,27.08726824,16.87022517,25.64286696,20,23
1351,10,4834039,1.94608E+15,7992222,6154428,1514755202,10,1,33.25409836,27.08726824,16.87022517,10,30
1352,10,4834040,1.94703E+15,7984452,3487102,1514755208,10,10,50.1895856,33.25409836,27.08726824,6,16
1353,1,4834041,1.94893E+15,7981764,7965890,1514755216,10,10,24.24020261,50.1895856,33.25409836,8,14
1354,10,4834042,1.94798E+15,7973981,5875278,1514755236,1,10,26.65043669,24.24020261,50.1895856,20,28
1355,10,4834043,1.94798E+15,7966211,3363764,1514755247,10,1,27.63002885,26.65043669,24.24020261,11,31
1356,1,4834044,1.94798E+15,7973989,7971377,1514755262,10,10,21.39665412,27.63002885,26.65043669,15,26
1357,100,4834045,1.94703E+15,7966211,5694138,1514755289,1,10,28.25606319,21.39665412,27.63002885,27,42
1358,1,4834046,1.94608E+15,7958441,7958066,1514755308,100,1,20.85412655,28.25606319,21.39665412,19,46
1359,1,4834047,1.94703E+15,7966211,7950993,1514755311,1,100,17.06617302,20.85412655,28.25606319,3,22
1360,0.1,4834048,1.94798E+15,7958441,7919292,1514755315,1,1,12.29403,17.06617302,20.85412655,4,7
1361,1,4834049,1.94607E+15,7966211,7947197,1514755344,0.1,1,25.13381474,12.29403,17.06617302,29,33
1362,20,4834050,1.94797E+15,7973981,3247931,1514755349,1,0.1,27.71424464,25.13381474,12.29403,5,34
1363,1,4834051,1.94797E+15,7966211,7950512,1514755360,20,1,23.49143638,27.71424464,25.13381474,11,16
1364,21,4834052,1.94702E+15,7973989,7973102,1514755379,1,20,31.03216701,23.49143638,27.71424464,19,30
1365,120,4834053,1.94417E+15,7966211,7948338,1514755419,21,1,27.15211897,31.03216701,23.49143638,40,59
1366,10,4834054,1.94512E+15,7973989,7957693,1514755426,120,21,28.27905271,27.15211897,31.03216701,7,47
1367,10,4834055,1.94512E+15,7981751,7897799,1514755440,10,120,20.79238117,28.27905271,27.15211897,14,21
1368,1,4834056,1.94702E+15,7989544,7969543,1514755444,10,10,15.53658904,20.79238117,28.27905271,4,18
1369,120,4834057,1.94797E+15,7997328,1364924,1514755449,1,10,29.67567568,15.53658904,20.79238117,5,9
1370,20,4834058,1.94987E+15,8000029,285157,1514755450,120,1,28.09090909,29.67567568,15.53658904,1,6
1371,20,4834059,1.94607E+15,8000029,7999487,1514755499,20,120,29.0440723,28.09090909,29.67567568,49,50
1372,10,4834060,1.94702E+15,7992222,7931842,1514755506,20,20,24.72324523,29.0440723,28.09090909,7,56
1373,10,4834061,1.94797E+15,7999992,1802810,1514755510,10,20,26.52556818,24.72324523,29.0440723,4,11
1374,10,4834062,1.94892E+15,8000029,1089219,1514755512,10,10,22.125,26.52556818,24.72324523,2,6
1375,100,4834063,1.94987E+15,8000029,1457851,1514755519,10,10,30.5747136,22.125,26.52556818,7,9
1376,1,4834064,1.94987E+15,8000000,7989855,1514755535,100,10,23.3778586,30.5747136,22.125,16,23
1377,1,4834065,1.94987E+15,8003892,7988140,1514755552,1,100,25.33543389,23.3778586,30.5747136,17,33
1378,21,4834066,1.95177E+15,8000029,940944,1514755557,1,1,31.86206897,25.33543389,23.3778586,5,22
1379,10,4834067,1.95082E+15,8000029,6943098,1514755576,21,1,28.869486,31.86206897,25.33543389,19,24
1380,11.02089523,4834068,1.95177E+15,8000029,1408889,1514755588,10,21,29.23958468,28.869486,31.86206897,12,31
1381,100,4834069,1.95273E+15,8000029,1510190,1514755594,11.02089523,10,29.82978723,29.23958468,28.869486,6,18
1382,1,4834070,1.95273E+15,8000029,7989776,1514755606,100,11.02089523,8.534021351,29.82978723,29.23958468,12,18
1383,1,4834071,1.95273E+15,8003921,7998128,1514755616,1,100,23.51861075,8.534021351,29.82978723,10,22
1384,1,4834072,1.95368E+15,8007822,7996269,1514755621,1,1,21.08684277,23.51861075,8.534021351,5,15
1385,10,4834073,1.95463E+15,8000029,6156442,1514755634,1,1,25.33046693,21.08684277,23.51861075,13,18
1386,1,4834074,1.95559E+15,8001236,7989804,1514755640,10,1,14.85820359,25.33046693,21.08684277,6,19
1387,10,4834075,1.95463E+15,8000029,7944293,1514755665,1,10,24.96011346,14.85820359,25.33046693,25,31
1388,1,4834076,1.95368E+15,8000029,7998323,1514755686,10,1,21.34401664,24.96011346,14.85820359,21,46
1389,1,4834077,1.95272E+15,7992222,7983087,1514755707,1,10,23.19527904,21.34401664,24.96011346,21,42
1390,1,4834078,1.95177E+15,7984452,7974276,1514755734,1,1,23.6223185,23.19527904,21.34401664,27,48
1391,10,4834079,1.95082E+15,7976682,7905179,1514755763,1,1,27.47312756,23.6223185,23.19527904,29,56
1392,1,4834080,1.95082E+15,7984452,7964306,1514755775,10,1,14.96942304,27.47312756,23.6223185,12,41
1393,10,4834081,1.94701E+15,7992222,7990315,1514755821,1,10,26.30514541,14.96942304,27.47312756,46,58
1394,1,4834082,1.94796E+15,7999992,7401572,1514755828,10,1,30.84592353,26.30514541,14.96942304,7,53
1395,1,4834083,1.94891E+15,8000029,5025296,1514755833,1,10,9.991656433,30.84592353,26.30514541,5,12
1396,1,4834084,1.95081E+15,8000000,7997617,1514755840,1,1,17.64342105,9.991656433,30.84592353,7,12
1397,0.1,4834085,1.95177E+15,8000029,7952845,1514755848,1,1,225490206.9,17.64342105,9.991656433,8,15
1398,10,4834086,1.95081E+15,8000029,7848633,1514755867,0.1,1,28.45369469,225490206.9,17.64342105,19,27
1399,0.1,4834087,1.94986E+15,7992222,7676005,1514755888,10,0.1,19.96970015,28.45369469,225490206.9,21,40
1400,10,4834088,1.94986E+15,7984452,2583676,1514755897,0.1,10,31.5363523,19.96970015,28.45369469,9,30
1401,1,4834089,1.94986E+15,7992248,7986322,1514755908,10,0.1,21.64297503,31.5363523,19.96970015,11,20
1402,1,4834090,1.95081E+15,8000000,7979742,1514755912,1,10,12.46491228,21.64297503,31.5363523,4,15
1403,10,4834091,1.94986E+15,8000029,7916771,1514755937,1,1,27.55851183,12.46491228,21.64297503,25,29
1404,10,4834092,1.94891E+15,8000029,7982120,1514755961,10,1,25.44261853,27.55851183,12.46491228,24,49
1405,10,4834093,1.95081E+15,8000029,4245787,1514755965,10,10,28.70684932,25.44261853,27.55851183,4,28
1406,13.92,4834094,1.95176E+15,8000029,1131226,1514755967,10,10,25.25627907,28.70684932,25.44261853,2,6
1407,120,4834095,1.9489E+15,8000029,7997366,1514756017,13.92,10,26.9395399,25.25627907,28.70684932,50,52
1408,10,4834096,1.9489E+15,8000029,7997127,1514756029,120,13.92,22.76748166,26.9395399,25.25627907,12,62
1409,10.34375,4834097,1.9489E+15,8003932,7991950,1514756042,10,120,29.64295833,22.76748166,26.9395399,13,25
1410,1,4834098,1.9489E+15,8007823,8005367,1514756055,10.34375,10,23.79521487,29.64295833,22.76748166,13,26
1411,1,4834099,1.9451E+15,8011730,8001470,1514756100,1,10.34375,25.60255997,23.79521487,29.64295833,45,58
1412,10,4834100,1.9451E+15,8003914,3623144,1514756109,1,1,19.37566453,25.60255997,23.79521487,9,54
1413,10,4834101,1.94605E+15,8000029,2451624,1514756112,10,1,20.40002016,19.37566453,25.60255997,3,12
1414,10,4834102,1.94605E+15,8000029,3042492,1514756124,10,10,29.7732589,20.40002016,19.37566453,12,15
1415,10,4834103,1.947E+15,7992222,1814970,1514756130,10,10,25.84212963,29.7732589,20.40002016,6,18
1416,10,4834104,1.94605E+15,7999992,7986652,1514756156,10,10,25.20936129,25.84212963,29.7732589,26,32
1417,10,4834105,1.94415E+15,8003880,7994232,1514756187,10,10,28.46600419,25.20936129,25.84212963,31,57
1418,1,4834106,1.9451E+15,8000029,2145573,1514756192,10,10,17.45457038,28.46600419,25.20936129,5,36
1419,1,4834107,1.94415E+15,8000000,7934327,1514756214,1,10,34.77038135,17.45457038,28.46600419,22,27
1420,18.15625,4834108,1.9451E+15,8000029,1681274,1514756222,1,1,29.41980719,34.77038135,17.45457038,8,30
1421,1,4834109,1.94604E+15,8000029,5301790,1514756230,18.15625,1,12.8579296,29.41980719,34.77038135,8,16
1422,10,4834110,1.947E+15,8000029,7861500,1514756238,1,18.15625,30.81630068,12.8579296,29.41980719,8,16
1423,1,4834111,1.94795E+15,8003733,7999793,1514756244,10,1,30.58555556,30.81630068,12.8579296,6,14
1424,21,4834112,1.9489E+15,8007636,1743283,1514756250,1,10,31.88389831,30.58555556,30.81630068,6,12
1425,1,4834113,1.9489E+15,8002371,8000511,1514756260,21,1,19.90883618,31.88389831,30.58555556,10,16
1426,1,4834114,1.9508E+15,8006277,7988498,1514756265,1,21,15.64956011,19.90883618,31.88389831,5,15
1427,1,4834115,1.9508E+15,8010161,8001790,1514756275,1,1,20.22696791,15.64956011,19.90883618,10,15
1428,1,4834116,1.95175E+15,8002360,1871218,1514756278,1,1,12.70692568,20.22696791,15.64956011,3,13
1429,10,4834117,1.95271E+15,8000029,1972731,1514756281,1,1,24.15012276,12.70692568,20.22696791,3,6
1430,10,4834118,1.95366E+15,7992222,4566606,1514756290,10,1,21.82086957,24.15012276,12.70692568,9,12
1431,1,4834119,1.95461E+15,7991108,7981557,1514756294,10,10,18.27686047,21.82086957,24.15012276,4,13
1432,10,4834120,1.95366E+15,7998910,7991083,1514756320,1,10,24.05604214,18.27686047,21.82086957,26,30
1433,10,4834121,1.9527E+15,8000029,7025113,1514756343,10,1,27.413269,24.05604214,18.27686047,23,49
1434,1,4834122,1.95366E+15,8002508,7983625,1514756348,10,10,23.94607136,27.413269,24.05604214,5,28
1435,1,4834123,1.95461E+15,8006389,8001060,1514756355,1,10,22.97210835,23.94607136,27.413269,7,12
1436,1,4834124,1.95461E+15,7998586,7993896,1514756370,1,1,20.01539629,22.97210835,23.94607136,15,22
1437,1,4834125,1.9527E+15,8002485,7999842,1514756399,1,1,29.79192898,20.01539629,22.97210835,29,44
1438,10,4834126,1.94984E+15,8000029,7991281,1514756436,1,1,26.5057839,29.79192898,20.01539629,37,66
1439,1,4834127,1.95079E+15,8003923,7995476,1514756441,10,1,28.12244755,26.5057839,29.79192898,5,42
1440,1,4834128,1.95079E+15,8007820,7986941,1514756451,1,10,21.71948102,28.12244755,26.5057839,10,15
1441,0.1,4834129,1.95175E+15,8000029,7662929,1514756459,1,1,11.11341199,21.71948102,28.12244755,8,18
1442,1,4834130,1.9527E+15,8000029,7994057,1514756464,0.1,1,7.94944809,11.11341199,21.71948102,5,13
1443,1,4834131,1.95079E+15,8000029,7979667,1514756498,1,0.1,22.16121444,7.94944809,11.11341199,34,39
1444,1,4834132,1.94794E+15,7992222,7991026,1514756534,1,1,23.07564448,22.16121444,7.94944809,36,70
1445,15.05168998,4834133,1.94698E+15,8000000,7983936,1514756558,1,1,34.0757246,23.07564448,22.16121444,24,60
1446,1,4834134,1.94698E+15,8003884,7997475,1514756575,15.05168998,1,23.73719142,34.0757246,23.07564448,17,41
1447,0.1,4834135,1.94794E+15,8000029,7965831,1514756580,1,15.05168998,1.08547407,23.73719142,34.0757246,5,22
1448,10,4834136,1.94794E+15,8000029,7939498,1514756594,0.1,1,23.23402467,1.08547407,23.73719142,14,19
1449,1,4834137,1.94889E+15,8003848,8000881,1514756608,10,0.1,23.46604235,23.23402467,1.08547407,14,28
1450,10,4834138,1.94889E+15,8000029,3829526,1514756622,1,10,29.01952653,23.46604235,23.23402467,14,28
1451,1,4834139,1.94984E+15,8000029,2360916,1514756627,10,1,14.95454545,29.01952653,23.46604235,5,19
1452,1,4834140,1.94984E+15,8000000,7998257,1514756650,1,10,25.84828927,14.95454545,29.01952653,23,28
1453,10,4834141,1.94984E+15,8000029,4182777,1514756665,1,1,26.29119287,25.84828927,14.95454545,15,38
1454,0.1,4834142,1.95079E+15,8000029,7984228,1514756669,10,1,10.72812516,26.29119287,25.84828927,4,19
1455,1,4834143,1.95174E+15,8000029,2239746,1514756673,0.1,10,10.45454675,10.72812516,26.29119287,4,8
1456,10,4834144,1.9527E+15,7992222,3355156,1514756678,1,0.1,20.85754425,10.45454675,10.72812516,5,9
1457,21,4834145,1.94698E+15,7999992,7984840,1514756745,10,1,27.56612039,20.85754425,10.45454675,67,72
1458,10,4834146,1.94698E+15,8000029,7998851,1514756755,21,10,24.95760295,27.56612039,20.85754425,10,77
1459,10,4834147,1.94698E+15,7992222,7908743,1514756770,10,21,25.2644585,24.95760295,27.56612039,15,25
1460,10,4834148,1.94602E+15,7999992,7936132,1514756796,10,10,28.1395575,25.2644585,24.95760295,26,41
1461,10,4834149,1.94317E+15,8000029,7982468,1514756834,10,10,27.39655876,28.1395575,25.2644585,38,64
1462,100,4834150,1.94128E+15,8000029,7982472,1514756867,10,10,27.66224597,27.39655876,28.1395575,33,71
1463,1,4834151,1.94222E+15,8003911,7998531,1514756874,100,10,27.62977687,27.66224597,27.39655876,7,40
1464,1,4834152,1.94222E+15,8007812,7997055,1514756890,1,100,22.31908913,27.62977687,27.66224597,16,23
1465,1,4834153,1.94317E+15,8011707,8008228,1514756896,1,1,14.8282797,22.31908913,27.62977687,6,22
1466,100,4834154,1.94317E+15,8003914,2183542,1514756905,1,1,27.17443921,14.8282797,22.31908913,9,15
1467,10,4834155,1.94317E+15,8000029,6880399,1514756922,100,1,28.36153822,27.17443921,14.8282797,17,26
1468,10,4834156,1.94412E+15,7992222,1703310,1514756924,10,100,30.01097022,28.36153822,27.17443921,2,19
1469,10,4834157,1.94222E+15,7999992,7998634,1514756967,10,10,24.85794061,30.01097022,28.36153822,43,45
1470,10,4834158,1.94317E+15,8000029,7297676,1514756971,10,10,28.29509145,24.85794061,30.01097022,4,47
1471,1,4834159,1.94317E+15,8002907,7990535,1514756983,10,10,18.25088166,28.29509145,24.85794061,12,16
1472,10,4834160,1.94412E+15,7995108,750620,1514756985,1,10,33.0448413,18.25088166,28.29509145,2,14
1473,100,4834161,1.94032E+15,8000029,7983089,1514757030,10,1,28.03621289,33.0448413,18.25088166,45,47
1474,10,4834162,1.94032E+15,8000029,7935968,1514757042,100,10,24.85909798,28.03621289,33.0448413,12,57
1475,1,4834163,1.94127E+15,8003842,7988141,1514757050,10,100,25.78088357,24.85909798,28.03621289,8,20
1476,1,4834164,1.94127E+15,8007728,7994706,1514757060,1,10,19.44422763,25.78088357,24.85909798,10,18
1477,1,4834165,1.94222E+15,8000029,3483364,1514757067,1,1,14.0187636,19.44422763,25.78088357,7,17
1478,20,4834166,1.94317E+15,8000029,416499,1514757069,1,1,24.101,14.0187636,19.44422763,2,9
1479,20,4834167,1.94412E+15,8000029,2735334,1514757072,20,1,16.38235294,24.101,14.0187636,3,5
1480,10,4834168,1.94412E+15,8000029,1750644,1514757081,20,20,29.97951683,16.38235294,24.101,9,12
1481,15,4834169,1.94506E+15,8000029,1617245,1514757083,10,20,24.79383164,29.97951683,16.38235294,2,11
1482,1,4834170,1.94222E+15,7992222,7981778,1514757120,15,10,28.13297,24.79383164,29.97951683,37,39
1483,10,4834171,1.94222E+15,7984452,7937596,1514757136,1,15,24.31745845,28.13297,24.79383164,16,53
1484,10,4834172,1.94032E+15,7992222,7984367,1514757169,10,1,25.30918976,24.31745845,28.13297,33,49
1485,10,4834173,1.94032E+15,7999992,7987372,1514757182,10,10,26.16838783,25.30918976,24.31745845,13,46
1486,1,4834174,1.94221E+15,8003881,7995225,1514757190,10,10,35.06264133,26.16838783,25.30918976,8,21
